source_id,source_origin_time,source_origin_uncertainty_sec,source_latitude_deg,source_latitude_uncertainty_deg,source_longitude_deg,source_longitude_uncertainty_deg,N,E,source_depth_km,source_depth_uncertainty_km,source_magnitude,source_magnitude_uncertainty,source_magnitude_type,station_network_code,station_code,station_location_code,station_latitude_deg,station_longitude_deg,station_elevation_m,trace_category,trace_name,path_p_travel_s,path_p_residual_s,path_s_travel_s,path_s_residual_s,filename
20230500000000,2023-05-08 07:29:58.90,0.57,38.793,3.5,-27.279,4.3,4293842.938,475770.6448,10.1,4,1.3,,ML,,PBIS,,,,,earthquake,CP.PBIS.00.HH,2023-05-08 07:30:00.47,"-0,231",2023-05-08 07:30:01.99,"-0,061",2023-05-08-0729-36S_SWARM.SEI
20230500000000,2023-05-08 08:41:32.20,0.63,38.735,2,-27.313,2.5,4287416.413,472795.9433,6.2,3.8,1.3,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2023-05-08 08:41:33.24,"-0,151",2023-05-08 08:41:33.95,"-0,341",2023-05-08-0841-05S_SWARM.SEI
20230508085042d,2023-05-08 08:50:41.80,0.4,38.728,2.3,-27.318,2.8,4286641.146,472358.6754,9.5,3.3,1.1,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2023-05-08 08:50:43.48,"0,021",2023-05-08 08:50:44.58,"-0,121",2023-05-08-0850-19S_SWARM.SEI
20230500000000,2023-05-08 13:28:02.80,0.78,38.739,1.4,-27.331,1.2,4287865.78,471233.0937,1.2,1.4,2.2,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2023-05-08 13:28:03.07,"-0,211",2023-05-08 13:28:03.93,"0,281",2023-05-08-1327-43S_SWARM.SEI
20230500000000,2023-05-08 13:29:13.60,0.43,38.733,1.4,-27.355,2.4,4287207.795,469144.6887,5.1,2.4,1.3,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2023-05-08 13:29:14.67,"-0,041",2023-05-08 13:29:15.42,"-0,091",2023-05-08-1328-52S_SWARM.SEI
20230500000000,2023-05-09 08:35:29.20,0.54,38.868,7.7,-27.277,5.7,4302165.02,475969.5612,21.2,8.5,1.4,,ML,,PRAM,,,,,earthquake,CP.PRAM.00.EH,2023-05-09 08:35:32.84,"0,091",2023-05-09 08:35:35.38,"-0,001",2023-05-09-0834-56S_SWARM.SEI
20230500000000,2023-05-09 09:40:49.80,0.57,38.72,2.1,-27.322,2.5,4285754.631,472007.864,6.1,2.5,1.6,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2023-05-09 09:40:50.77,"-0,141",2023-05-09 09:40:51.78,"0,021",2023-05-09-0940-15S_SWARM.SEI
20230500000000,2023-05-10 01:30:39.20,0.48,38.749,1.6,-27.312,1.9,4288969.648,472888.1517,6.6,3.1,1.2,,ML,,PRAM,,,,,earthquake,CP.PRAM.00.EH,2023-05-10 01:30:40.52,"0,081",2023-05-10 01:30:41.55,"0,161",2023-05-10-0130-11S_SWARM.SEI
20230500000000,2023-05-10 02:26:36.70,0.51,38.748,1.9,-27.285,1.9,4288851.03,475234.0283,7.8,2.8,1.4,,ML,,PBIS,,,,,earthquake,CP.PBIS.00.HH,2023-05-10 02:26:38.03,"-0,151",2023-05-10 02:26:39.17,"-0,111",2023-05-10-0225-56S_SWARM.SEI
20230500000000,2023-05-10 15:55:38.50,0.5,38.716,2.1,-27.318,2.5,4285309.552,472354.0522,6.4,2.9,1,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2023-05-10 15:55:39.57,"-0,111",2023-05-10 15:55:40.61,"0,031",2023-05-10-1555-19S_SWARM.SEI
20230500000000,2023-05-10 17:03:47.80,0.55,38.744,0.9,-27.33,1,4288420.299,471322.0028,0.4,1.4,1.8,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2023-05-10 17:03:48.18,"-0,151",2023-05-10 17:03:49.05,"0,341",2023-05-10-1703-29S_SWARM.SEI
20230500000000,2023-05-10 17:12:37.50,0.32,38.74,1.4,-27.369,2.4,4287989.371,467930.9862,5.8,2.4,1.3,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2023-05-10 17:12:38.83,"0,041",2023-05-10 17:12:39.68,"-0,061",2023-05-10-1712-18S_SWARM.SEI
20230500000000,2023-05-10 18:49:53.40,0.27,38.724,1.2,-27.289,1.5,4286188.927,474878.0294,7.6,1.7,1,,ML,,PPAD,,,,,earthquake,CP.PPAD..EH,2023-05-10 18:49:54.83,"0,031",2023-05-10 18:49:55.84,"0,011",2023-05-10-1849-34S_SWARM.SEI
20230500000000,2023-05-10 20:48:55.60,0.28,38.727,1.2,-27.38,2.3,4286550.717,466969.0099,4.5,2.1,1.2,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2023-05-10 20:48:56.71,"-0,021",2023-05-10 20:48:57.57,"-0,021",2023-05-10-2048-36S_SWARM.SEI
20230500000000,2023-05-11 19:18:28.90,0.77,38.74,1.3,-27.297,1.1,4287966.613,474188.3686,1.7,1.1,1.9,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2023-05-11 19:18:29.46,"-0,201",2023-05-11 19:18:30.50,"0,241",2023-05-11-1917-59S_SWARM.SEI
20230500000000,2023-05-12 08:49:47.50,0.44,38.74,1.5,-27.307,1.7,4287969.48,473319.2883,7.3,2.6,1.4,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2023-05-12 08:49:48.91,"-0,011",2023-05-12 08:49:50.01,"0,031",2023-05-12-0849-09S_SWARM.SEI
20230500000000,2023-05-12 22:22:16.70,0.65,38.737,1.2,-27.304,1.1,4287635.71,473578.9071,2,1,1.7,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2023-05-12 22:22:17.20,"-0,241",2023-05-12 22:22:18.18,"0,201",2023-05-12-2221-44S_SWARM.SEI
20230500000000,2023-05-12 23:23:01.80,0.35,38.768,1.5,-27.337,2,4291085.72,470723.4862,6.7,2.1,1.2,,ML,,PRAM,,,,,earthquake,CP.PRAM.00.EH,2023-05-12 23:23:02.98,"0,041",2023-05-12 23:23:03.90,"0,081",2023-05-12-2321-57S_SWARM.SEI
20230500000000,2023-05-13 22:48:36.30,0.51,38.702,2.6,-27.349,3.2,4283765.84,469653.0822,7.9,3,1,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2023-05-13 22:48:37.82,"0,061",2023-05-13 22:48:38.78,"-0,101",2023-05-13-2248-01S_SWARM.SEI
20230500000000,2023-05-14 06:47:04.50,0.53,38.755,1.9,-27.312,2.2,4289635.448,472890.4211,6.9,3.3,1.2,,ML,,PRAM,,,,,earthquake,CP.PRAM.00.EH,2023-05-14 06:47:05.87,"0,101",2023-05-14 06:47:06.93,"0,211",2023-05-14-0646-44S_SWARM.SEI
20230500000000,2023-05-14 15:20:35.20,0.48,38.736,1.6,-27.31,1.9,4287526.492,473057.0613,6.8,2.8,1.3,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2023-05-14 15:20:36.47,"-0,051",2023-05-14 15:20:37.17,"-0,331",2023-05-14-1520-17S_SWARM.SEI
20230500000000,2023-05-14 15:22:42.50,0.83,38.738,1.3,-27.302,1.2,4287746.101,473753.0964,1,1.5,2,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2023-05-14 15:22:42.89,"-0,231",2023-05-14 15:22:43.85,"0,241",2023-05-14-1522-24S_SWARM.SEI
20230500000000,2023-05-15 16:52:47.40,0.32,38.765,1.5,-27.322,2.3,4290748.126,472025.4267,8.2,2.6,1,,ML,,PRAM,,,,,earthquake,CP.PRAM.00.EH,2023-05-15 16:52:48.79,"0,011",2023-05-15 16:52:49.88,"0,041",2023-05-15-1652-28S_SWARM.SEI
20230500000000,2023-05-15 20:13:05.60,0.5,38.749,1.7,-27.359,3.2,4288984.616,468803.9841,4.8,3,1.3,,ML,,PRAM,,,,,earthquake,CP.PRAM.00.EH,2023-05-15 20:13:06.73,"0,051",2023-05-15 20:13:07.60,"0,131",2023-05-15-2012-47S_SWARM.SEI
20230500000000,2023-05-16 14:46:17.10,0.74,38.742,1.3,-27.296,1.2,4288188.264,474275.9941,0.9,2.2,1.4,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2023-05-16 14:46:17.63,"-0,281",2023-05-16 14:46:18.75,"0,261",2023-05-16-1445-58S_SWARM.SEI
20230500000000,2023-05-16 15:08:04.20,0.3,38.734,2.4,-27.31,2.7,4287304.559,473056.31,7.9,2.6,1,,ML,,PRAM,,,,,earthquake,CP.PRAM.00.EH,2023-05-16 15:08:05.86,"0,041",2023-05-16 15:08:06.98,"-0,021",2023-05-16-1507-46S_SWARM.SEI
20230500000000,2023-05-17 22:35:45.70,0.53,38.722,1.8,-27.321,2.5,4285976.258,472095.574,5.2,2.7,1,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2023-05-17 22:35:46.60,"-0,071",2023-05-17 22:35:47.55,"0,131",2023-05-17-2235-15S_SWARM.SEI
20230500000000,2023-05-18 17:27:32.20,0.62,38.727,2,-27.32,2.8,4286530.785,472184.4424,4.5,3.7,1.3,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2023-05-18 17:27:32.99,"-0,121",2023-05-18 17:27:33.99,"0,201",2023-05-18-1726-56S_SWARM.SEI
20230500000000,2023-05-19 01:29:51.50,0.41,38.736,1.7,-27.304,1.9,4287524.744,473578.5387,8.7,2.7,1,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2023-05-19 01:29:53.10,"-0,031",2023-05-19 01:29:54.26,"-0,071",2023-05-19-0129-26S_SWARM.SEI
20230500000000,2023-05-21 04:31:49.70,0.91,38.741,1.6,-27.28,1.3,4288072.924,475666.144,2.3,1.1,1.8,,ML,,PBIS,,,,,earthquake,CP.PBIS.00.HH,2023-05-21 04:31:50.27,"-0,231",2023-05-21 04:31:51.51,"0,431",2023-05-21-0431-29S_SWARM.SEI
20230500000000,2023-05-22 20:33:40.60,0.94,38.73,1.9,-27.287,1.7,4286854.178,475053.9706,4,1.7,2.2,,ML,,PT01,,,,,earthquake,CP.PT01.00.EH,2023-05-22 20:33:41.26,"-0,311",2023-05-22 20:33:42.57,"0,281",2023-05-22-2033-21S_SWARM.SEI
20230500000000,2023-05-24 03:20:44.10,0.35,38.735,1.3,-27.343,1.8,4287425.753,470188.5192,5.7,2.2,1,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2023-05-24 03:20:45.16,"-0,071",2023-05-24 03:20:45.95,"-0,121",2023-05-24-0320-24S_SWARM.SEI
20230500000000,2023-05-24 20:12:29.00,0.52,38.729,1.8,-27.335,2.6,4286757.38,470881.3968,5.5,2.5,1.6,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2023-05-24 20:12:29.97,"-0,071",2023-05-24 20:12:31.01,"0,181",2023-05-24-2011-59S_SWARM.SEI
20230500000000,2023-05-25 13:19:42.20,0.92,38.757,1.7,-27.314,1.5,4289857.976,472717.4028,1.3,1.7,1.8,,ML,,PRAM,,,,,earthquake,CP.PRAM.00.EH,2023-05-25 13:19:42.61,"-0,161",2023-05-25 13:19:43.55,"0,371",2023-05-25-1319-15S_SWARM.SEI
20230500000000,2023-05-25 19:33:24.10,0.36,38.758,1.3,-27.336,2,4289975.73,470806.286,5.8,1.9,1.2,,ML,,PRAM,,,,,earthquake,CP.PRAM.00.EH,2023-05-25 19:33:25.19,"0,041",2023-05-25 19:33:26.01,"0,061",2023-05-25-1932-56S_SWARM.SEI
20230500000000,2023-05-26 07:41:21.50,0.35,38.758,1.2,-27.322,1.7,4289971.358,472022.6936,5.3,2.3,1.1,,ML,,PRAM,,,,,earthquake,CP.PRAM.00.EH,2023-05-26 07:41:22.49,"-0,051",2023-05-26 07:41:23.40,"0,111",2023-05-26-0741-01S_SWARM.SEI
20230500000000,2023-05-27 02:00:06.80,0.71,38.753,1.3,-27.318,1.3,4289415.309,472368.3108,1.6,1.4,1.3,,ML,,PRAM,,,,,earthquake,CP.PRAM.00.EH,2023-05-27 02:00:07.27,"-0,161",2023-05-27 02:00:08.21,"0,331",2023-05-27-0159-50S_SWARM.SEI
20230500000000,2023-05-27 10:05:34.80,0.7,38.747,2.7,-27.275,3.1,4288737.406,476102.6779,7.2,4.5,1,,ML,,PBIS,,,,,earthquake,CP.PBIS.00.HH,2023-05-27 10:05:35.91,"-0,261",2023-05-27 10:05:37.13,"-0,051",2023-05-27-1004-59S_SWARM.SEI
20230500000000,2023-05-28 12:51:08.00,0.61,38.724,2.2,-27.34,3,4286204.151,470444.7299,6.6,2.8,1.8,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2023-05-28 12:51:09.22,"0,031",2023-05-28 12:51:10.31,"0,211",2023-05-28-1250-49S_SWARM.SEI
20230500000000,2023-05-28 15:41:52.40,0.54,38.753,3.2,-27.351,5,4289425.788,469500.8639,9.9,4.1,1.1,,ML,,PRAM,,,,,earthquake,CP.PRAM.00.EH,2023-05-28 15:41:54.29,"0,201",2023-05-28 15:41:55.23,"-0,131",2023-05-28-1541-39S_SWARM.SEI
20230500000000,2023-05-28 18:24:24.80,0.74,38.729,5,-27.31,5.9,4286749.728,473054.4317,10.5,6.8,1,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,,,2023-05-28 18:24:27.68,"-0,281",2023-05-28-1824-10S_SWARM.SEI
20230500000000,2023-05-29 05:19:57.90,0.68,38.725,1.3,-27.318,1.1,4286308.247,472357.5195,2.1,1,1.9,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2023-05-29 05:19:58.34,"-0,151",2023-05-29 05:19:59.32,"0,421",2023-05-29-0519-32S_SWARM.SEI
20230500000000,2023-05-29 09:40:51.00,0.88,38.737,1.4,-27.3,1.3,4287634.564,473926.5537,1.3,1.4,2.1,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2023-05-29 09:40:51.45,"-0,241",2023-05-29 09:40:52.48,"0,271",2023-05-29-0940-30S_SWARM.SEI
