source_id,source_origin_time,source_origin_uncertainty_sec,source_latitude_deg,source_latitude_uncertainty_deg,source_longitude_deg,source_longitude_uncertainty_deg,N,E,source_depth_km,source_depth_uncertainty_km,source_magnitude,source_magnitude_uncertainty,source_magnitude_type,station_network_code,station_code,station_location_code,station_latitude_deg,station_longitude_deg,station_elevation_m,trace_category,trace_name,path_p_travel_s,path_p_residual_s,path_s_travel_s,path_s_residual_s,filename
20220600000000,2022-06-22 17:15:08.30,0.31,38.776,2.2,-27.349,2.5,4291977.365,469684.3826,3.8,5,1.3,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2022-06-22 17:15:09.65,"0,001",2022-06-22 17:15:10.65,"-0,011",2022-06-22-1714-56S_SWARM.SEI
20220600000000,2022-06-24 22:30:52.10,0.62,38.759,3.9,-27.299,3.3,4290075.545,474021.4393,9,3.8,1.7,,ML,,PBIS,,,,,earthquake,CP.PBIS.00.HH,2022-06-24 22:30:53.46,"-0,321",2022-06-24 22:30:54.81,"-0,221",2022-06-24-2230-16S_SWARM.SEI
20220600000000,2022-06-24 22:39:41.10,0.66,38.757,4.2,-27.298,3.8,4289853.328,474107.6016,8.3,4.5,1.2,,ML,,PBIS,,,,,earthquake,CP.PBIS.00.HH,2022-06-24 22:39:42.35,"-0,331",2022-06-24 22:39:43.66,"-0,201",2022-06-24-2239-13S_SWARM.SEI
20220600000000,2022-06-25 00:06:11.20,0.53,38.765,3,-27.285,2.2,4290737.465,475239.9025,7,3.4,1.1,,ML,,PBIS,,,,,earthquake,CP.PBIS.00.HH,2022-06-25 00:06:12.31,"-0,241",2022-06-25 00:06:13.47,"-0,071",2022-06-25-0005-30S_SWARM.SEI
20220700000000,2022-07-02 15:27:58.60,0.36,38.746,2.7,-27.399,2.7,4288666.107,465326.6422,4.5,6.2,2.1,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2022-07-02 15:28:00.11,"0,051",,,2022-07-02-1527-28S_SWARM.SEI
20220700000000,2022-07-02 15:38:54.40,0.43,38.726,2.7,-27.379,3.2,4286439.39,467055.4746,4.2,2.7,1.7,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2022-07-02 15:38:55.43,"-0,051",2022-07-02 15:38:56.33,"0,021",2022-07-02-1538-25S_SWARM.SEI
20220700000000,2022-07-02 16:33:42.60,0.85,38.77,6.4,-27.369,12,4291318.379,467944.4075,2,7.4,1.3,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2022-07-02 16:33:43.90,"-0,001",2022-07-02 16:33:44.69,"-0,151",2022-07-02-1632-58S_SWARM.SEI
20220700000000,2022-07-05 00:57:23.00,0.46,38.755,2.6,-27.33,2.6,4289640.933,471326.4033,6,2.7,1.7,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2022-07-05 00:57:24.12,"-0,161",2022-07-05 00:57:25.48,"0,231",2022-07-05-0057-00S_SWARM.SEI
20220700000000,2022-07-07 14:51:55.10,0.48,38.783,3.4,-27.318,3.2,4292744.319,472379.8804,8.6,3.7,1.2,,ML,,PBIS,,,,,earthquake,CP.PBIS.00.HH,2022-07-07 14:51:56.91,"0,031",2022-07-07 14:51:58.34,"0,121",2022-07-07-1451-42S_SWARM.SEI
20220700000000,2022-07-07 15:08:10.00,0.31,38.783,2.3,-27.349,2.5,4292754.136,469687.346,1.9,1.7,1.3,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2022-07-07 15:08:11.42,"0,021",2022-07-07 15:08:12.41,"-0,011",2022-07-07-1507-51S_SWARM.SEI
20220700000000,2022-07-08 04:05:26.10,0.84,38.743,2.2,-27.299,1.5,4288300.078,474015.6397,1,2,1.8,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2022-07-08 04:05:26.58,"-0,221",2022-07-08 04:05:27.59,"0,231",2022-07-08-0405-06S_SWARM.SEI
20220700000000,2022-07-08 05:40:42.50,0.36,38.745,2.2,-27.333,2.6,4288532.21,471061.6967,6.2,2.6,1,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2022-07-08 05:40:43.68,"-0,071",2022-07-08 05:40:44.75,"0,071",2022-07-08-0540-08S_SWARM.SEI
20220700000000,2022-07-16 13:58:45.10,0.68,38.739,8.3,-27.444,2.2,4287907.344,461412.3297,13.9,2.2,1.3,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2022-07-16 13:58:48.16,"0,321",2022-07-16 13:58:49.87,"-0,021",2022-07-16-1358-29S_SWARM.SEI
20220700000000,2022-07-18 07:12:07.00,0.56,38.745,2.9,-27.338,3.7,4288533.802,470627.1866,3.7,4,1.2,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2022-07-18 07:12:08.08,"0,171",2022-07-18 07:12:08.58,"-0,001",2022-07-18-0711-42S_SWARM.SEI
20220700000000,2022-07-18 13:04:56.90,0.48,38.748,2.6,-27.345,3.1,4288868.972,470020.1269,4.1,3.2,1.5,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2022-07-18 13:04:58.05,"0,171",2022-07-18 13:04:58.59,"-0,041",2022-07-18-1304-38S_SWARM.SEI
20220700000000,2022-07-19 07:42:48.40,0.45,38.755,3.1,-27.362,3.4,4289651.444,468545.9255,7,4,1.1,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2022-07-19 07:42:49.92,"0,071",2022-07-19 07:42:51.05,"0,071",2022-07-19-0742-30S_SWARM.SEI
20220700000000,2022-07-19 18:17:52.60,0.32,38.751,2.2,-27.347,2.4,4289202.529,469847.592,6.8,2.8,1,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2022-07-19 18:17:53.98,"0,011",2022-07-19 18:17:55.04,"0,031",2022-07-19-1817-31S_SWARM.SEI
20220700000000,2022-07-25 17:20:46.40,0.31,38.744,2.2,-27.351,2.6,4288427.087,469497.0345,7.3,2.7,1.1,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2022-07-25 17:20:47.81,"0,021",2022-07-25 17:20:48.84,"-0,011",2022-07-25-1720-26S_SWARM.SEI
20220700000000,2022-07-30 14:58:34.40,0.74,38.73,1.3,-27.334,1.4,4286868.029,470968.7229,0,1.9,2.5,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,,,2022-07-30 14:58:34.90,"0,131",2022-07-30-1458-04S_SWARM.SEI
20220700000000,2022-07-30 15:49:52.10,0.46,38.736,1.9,-27.37,3.8,4287545.856,467842.2844,4.4,3.2,1.5,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2022-07-30 15:49:53.07,"-0,071",2022-07-30 15:49:53.90,"-0,051",2022-07-30-1549-30S_SWARM.SEI
20220700000000,2022-07-31 01:31:38.30,0.67,38.717,3.5,-27.351,4.1,4285430.994,469485.5508,7.6,2.8,1,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2022-07-31 01:31:39.68,"0,021",2022-07-31 01:31:40.80,"0,101",2022-07-31-0131-19S_SWARM.SEI
20220800000000,2022-08-01 21:28:55.10,0.63,38.731,2.6,-27.406,4.3,4287004.281,464710.9546,2.3,1.8,1.2,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2022-08-01 21:28:56.51,"0,091",2022-08-01 21:28:57.34,"-0,071",2022-08-01-2128-29S_SWARM.SEI
20220800000000,2022-08-11 06:56:54.70,0.37,38.738,3.3,-27.364,4.1,4287765.699,468364.6447,9.2,3.2,1,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,,,2022-08-11 06:56:57.63,"0,001",2022-08-11-0656-35S_SWARM.SEI
20220800000000,2022-08-17 06:50:08.70,0.57,38.733,2.2,-27.321,2.6,4287196.887,472099.8524,6.4,3.5,1.5,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2022-08-17 06:50:09.87,"-0,081",2022-08-17 06:50:10.85,"-0,001",2022-08-17-0649-40S_SWARM.SEI
20220800000000,2022-08-21 15:39:11.10,0.35,38.745,2.2,-27.369,3.6,4288544.205,467933.2225,6,2.8,1.2,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,,,2022-08-21 15:39:13.45,"-0,001",2022-08-21-1538-49S_SWARM.SEI
20220800000000,2022-08-25 16:11:38.10,0.33,38.742,2,-27.391,3.5,4288219.24,466019.954,6.7,2.5,1,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,,,2022-08-25 16:11:40.81,"-0,041",2022-08-25-1611-26S_SWARM.SEI
20220800000000,2022-08-25 16:31:40.30,0.52,38.748,2.1,-27.369,4.1,4288877.105,467934.5644,4.2,3,1.3,,ML,,PRAM,,,,,earthquake,CP.PRAM.00.EH,2022-08-25 16:31:41.23,"-0,111",2022-08-25 16:31:42.27,"0,131",2022-08-25-1631-25S_SWARM.SEI
20220800000000,2022-08-27 06:54:56.90,0.33,38.79,2.8,-27.293,1.7,4293513.838,474553.766,7.7,2.7,1,,ML,,PRAM,,,,,earthquake,CP.PRAM.00.EH,2022-08-27 06:54:58.33,"-0,011",2022-08-27 06:54:59.48,"0,031",2022-08-27-0654-39S_SWARM.SEI
20220800000000,2022-08-28 07:51:53.40,0.34,38.722,2.5,-27.303,2.5,4285970.928,473660.3115,5.7,4.2,1,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,,,2022-08-28 07:51:55.45,"-0,001",2022-08-28-0751-40S_SWARM.SEI
20220800000000,2022-08-30 12:40:24.30,0.55,38.72,2.5,-27.341,3.1,4285760.609,470356.1499,6.8,2.9,1.2,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,,,2022-08-30 12:40:26.50,"0,011",2022-08-30-1240-00S_SWARM.SEI
20220800000000,2022-08-30 13:24:33.30,0.57,38.722,2.4,-27.329,3.5,4285978.726,471400.135,5.5,3.4,1,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,,,2022-08-30 13:24:35.07,"-0,021",2022-08-30-1324-19S_SWARM.SEI
20220800000000,2022-08-31 11:09:02.70,0.91,38.746,4.2,-27.356,5.7,4288650.698,469063.3811,6.8,4.9,1,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,,,2022-08-31 11:09:05.29,"0,141",2022-08-31-1108-39S_SWARM.SEI
20220800000000,2022-08-31 12:36:35.40,0.85,38.748,1.7,-27.294,1.4,4288853.504,474451.9435,0.3,1.8,2.1,,ML,,PBIS,,,,,earthquake,CP.PBIS.00.HH,2022-08-31 12:36:36.07,"-0,031",2022-08-31 12:36:37.29,"0,641",2022-08-31-1236-09S_SWARM.SEI
20220800000000,2022-08-31 12:54:17.50,0.71,38.749,4.2,-27.331,4.4,4288975.446,471237.1057,8,2.9,1,,ML,,PRAM,,,,,earthquake,CP.PRAM.00.EH,2022-08-31 12:54:18.84,"-0,131",2022-08-31 12:54:20.35,"0,301",2022-08-31-1253-59S_SWARM.SEI
20220900000000,2022-09-04 02:31:23.50,0.53,38.767,2.7,-27.313,2.8,4290967.347,472808.0856,6.3,3.7,1.1,,ML,,PRAM,,,,,earthquake,CP.PRAM.00.EH,2022-09-04 02:31:24.55,"-0,101",2022-09-04 02:31:25.74,"0,231",2022-09-04-0231-08S_SWARM.SEI
20220900000000,2022-09-05 20:49:08.80,0.34,38.739,2.5,-27.371,4.9,4287879.107,467756.7203,7.3,3,1.1,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,,,2022-09-05 20:49:11.36,"-0,011",2022-09-05-2048-41S_SWARM.SEI
20220910133821d,2022-09-10 13:38:20.50,0.55,38.76,2.7,-27.362,3.5,4290206.279,468548.1201,6.8,2.7,1.6,,ML,,PRAM,,,,,earthquake,CP.PRAM.00.EH,2022-09-10 13:38:21.91,"0,121",2022-09-10 13:38:22.89,"0,141",2022-09-10-1337-52S_SWARM.SEI
20220900000000,2022-09-13 22:29:32.40,0.6,38.73,3.2,-27.33,4.4,4286866.769,471316.4038,8,2.4,1,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,,,2022-09-13 22:29:34.87,"-0,001",2022-09-13-2229-11S_SWARM.SEI
20220900000000,2022-09-15 14:43:30.20,0.36,38.74,2.1,-27.377,3.4,4287992.204,467235.7209,4.3,2.7,1.4,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,,,2022-09-15 14:43:32.23,"-0,041",2022-09-15-1442-42S_SWARM.SEI
20220900000000,2022-09-15 19:12:46.60,0.34,38.695,3.1,-27.3,2.3,4282973.992,473911.2907,3.9,3.3,1.2,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,,,2022-09-15 19:12:48.46,"0,001",2022-09-15-1912-28S_SWARM.SEI
20220900000000,2022-09-16 22:28:23.60,0.44,38.726,3.4,-27.286,3.6,4286410.041,475139.5046,12.9,3.5,1,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,,,2022-09-16 22:28:27.35,"-0,121",2022-09-16-2228-01S_SWARM.SEI
20220900000000,2022-09-17 14:32:00.50,0.32,38.709,2.6,-27.319,2.2,4284533.092,472264.4103,3.9,2.5,1.2,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,,,2022-09-17 14:32:02.02,"0,001",2022-09-17-1431-40S_SWARM.SEI
20220900000000,2022-09-23 04:56:08.30,0.44,38.73,1.9,-27.339,2.9,4286869.626,470534.1219,6.5,2.8,1.3,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2022-09-23 04:56:09.45,"-0,031",2022-09-23 04:56:10.31,"-0,091",2022-09-23-0455-58S_SWARM.SEI
20220900000000,2022-09-24 04:24:34.80,0.55,38.732,2.3,-27.312,2.8,4287083.217,472881.7232,6.2,3.4,1.8,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,,,2022-09-24 04:24:36.81,"-0,051",2022-09-24-0424-11S_SWARM.SEI
20220900000000,2022-09-24 04:26:34.30,0.55,38.734,2.1,-27.309,2.8,4287304.266,473143.2253,5,3.9,1.5,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,,,2022-09-24 04:26:36.07,"-0,041",2022-09-24-0426-14S_SWARM.SEI
20220900000000,2022-09-24 13:20:28.80,0.37,38.712,3,-27.294,2.4,4284858.718,474439.1186,5.8,3.3,1.1,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,,,2022-09-24 13:20:31.00,"-0,001",2022-09-24-1320-05S_SWARM.SEI
20220900000000,2022-09-24 18:14:27.90,0.32,38.712,3.1,-27.302,2.7,4284860.981,473743.583,8.7,3,1.4,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,,,2022-09-24 18:14:30.72,"0,001",2022-09-24-1814-13S_SWARM.SEI
20220900000000,2022-09-27 15:29:24.20,0.79,38.732,2.3,-27.309,3.2,4287082.333,473142.4764,1.3,9,1,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,,,2022-09-27 15:29:25.07,"-0,071",2022-09-27-1529-03S_SWARM.SEI
20220900000000,2022-09-30 08:25:56.70,0.47,38.656,4.6,-27.295,5.4,4278644.937,474332.1791,7.5,7.7,1.2,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2022-09-30 08:25:58.82,"0,201",2022-09-30 08:25:59.92,"-0,111",2022-09-30-0825-40S_SWARM.SEI
20221000000000,2022-10-03 12:18:11.80,0.32,38.721,2.3,-27.353,3,4285875.527,469313.3894,5,2.3,1.1,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,,,2022-10-03 12:18:13.54,"0,001",2022-10-03-1217-47S_SWARM.SEI
20221000000000,2022-10-04 10:23:45.50,0.46,38.746,2.5,-27.327,3.3,4288641.297,471583.5052,5.7,4.3,1.1,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,,,2022-10-04 10:23:47.55,"-0,001",2022-10-04-1023-25S_SWARM.SEI
20221000000000,2022-10-04 14:32:30.90,0.34,38.723,3.2,-27.291,3,4286078.512,474703.822,8.9,4.6,1.1,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,,,2022-10-04 14:32:33.85,,2022-10-04-1432-11S_SWARM.SEI
20221000000000,2022-10-06 03:18:54.90,0.43,38.723,5,-27.484,5,4286149.493,457926.5616,11.3,5,1.1,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,,,2022-10-06 03:18:59.97,"0,111",2022-10-06-0318-42S_SWARM.SEI
20221000000000,2022-10-06 15:29:57.00,0.34,38.739,2.3,-27.372,4.9,4287879.46,467669.8109,6.3,2.9,1.1,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,,,2022-10-06 15:29:59.37,"-0,001",2022-10-06-1529-39S_SWARM.SEI
20221000000000,2022-10-10 09:13:57.60,0.49,38.751,2.1,-27.37,3.3,4289210.356,467849.0115,4.9,2.7,1.8,,ML,,PRAM,,,,,earthquake,CP.PRAM.00.EH,2022-10-10 09:13:58.70,"-0,051",2022-10-10 09:13:59.77,"0,181",2022-10-10-0913-49S_SWARM.SEI
20221000000000,2022-10-10 12:55:21.10,0.57,38.73,2.1,-27.326,3.4,4286865.523,471664.0845,4.3,3.5,1.8,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,,,2022-10-10 12:55:22.56,"-0,081",2022-10-10-1255-09S_SWARM.SEI
20221000000000,2022-10-10 13:08:21.60,0.68,38.726,2.6,-27.326,4.3,4286421.658,471662.5045,2.8,4.5,1.3,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,,,2022-10-10 13:08:22.69,"-0,041",2022-10-10-1308-05S_SWARM.SEI
20221000000000,2022-10-10 17:44:25.10,0.38,38.723,3,-27.337,3.3,4286092.221,470705.1041,7.6,3,1.1,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,,,2022-10-10 17:44:27.52,"0,001",2022-10-10-1743-57S_SWARM.SEI
20221000000000,2022-10-15 00:19:24.10,0.65,38.738,1.4,-27.34,1.7,4287757.68,470450.4979,1.2,1.4,1.7,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2022-10-15 00:19:24.53,"-0,101",2022-10-15 00:19:25.25,"0,241",2022-10-15-0019-06S_SWARM.SEI
20221000000000,2022-10-17 05:34:37.10,0.64,38.77,3.2,-27.328,3.7,4291304.813,471506.149,6,3.7,1.3,,ML,,PRAM,,,,,earthquake,CP.PRAM.00.EH,2022-10-17 05:34:38.07,"-0,061",2022-10-17 05:34:39.04,"0,131",2022-10-17-0534-19S_SWARM.SEI
20221000000000,2022-10-17 22:18:20.50,0.63,38.725,3.4,-27.345,4.9,4286316.742,470010.5104,6.5,4.5,1.4,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,,,2022-10-17 22:18:22.63,"-0,061",2022-10-17-2217-59S_SWARM.SEI
20221000000000,2022-10-18 06:11:03.20,0.52,38.719,3.9,-27.321,4.3,4285643.36,472094.4074,12.7,4.8,1,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,,,2022-10-18 06:11:06.95,"0,091",2022-10-18-0610-29S_SWARM.SEI
20221000000000,2022-10-18 19:47:41.40,0.51,38.744,2.7,-27.316,3.3,4288416.007,472538.6479,8,4.2,1.2,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,,,2022-10-18 19:47:43.95,"-0,121",2022-10-18-1947-23S_SWARM.SEI
20221000000000,2022-10-19 18:13:17.10,0.51,38.721,3.5,-27.347,4.6,4285873.534,469834.9762,4.2,3.7,1.3,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,,,2022-10-19 18:13:18.59,"-0,001",2022-10-19-1812-59S_SWARM.SEI
20221000000000,2022-10-20 11:13:46.60,0.49,38.729,1.5,-27.334,1.6,4286757.063,470968.3182,0,2.5,2.2,,ML,,PRAM,,,,,earthquake,CP.PRAM.00.EH,2022-10-20 11:13:47.38,"-0,141",2022-10-20 11:13:48.27,"0,071",2022-10-20-1113-17S_SWARM.SEI
20221000000000,2022-10-20 11:40:32.20,0.48,38.753,5.5,-27.369,4.9,4289431.939,467936.801,5.7,5.7,1,,ML,,PRAM,,,,,earthquake,CP.PRAM.00.EH,2022-10-20 11:40:33.51,"0,091",2022-10-20 11:40:34.38,"0,061",2022-10-20-1139-54S_SWARM.SEI
20221000000000,2022-10-20 23:23:59.50,0.29,38.787,3.4,-27.316,2.5,4293187.587,472555.1257,6.7,2,1.2,,ML,,PRAM,,,,,earthquake,CP.PRAM.00.EH,2022-10-20 23:24:00.68,"-0,041",2022-10-20 23:24:01.65,"0,021",2022-10-20-2323-43S_SWARM.SEI
20221000000000,2022-10-20 23:24:41.10,0.3,38.789,3.5,-27.313,2.5,4293408.626,472816.4383,6.4,2.1,1,,ML,,PRAM,,,,,earthquake,CP.PRAM.00.EH,2022-10-20 23:24:42.26,"0,021",2022-10-20 23:24:43.12,"-0,011",2022-10-20-2324-19S_SWARM.SEI
20221000000000,2022-10-22 03:34:29.00,0.29,38.791,3.9,-27.293,3.2,4293624.806,474554.1215,9.6,2.2,1.2,,ML,,PRAM,,,,,earthquake,CP.PRAM.00.EH,2022-10-22 03:34:30.78,"0,041",2022-10-22 03:34:32.00,"-0,021",2022-10-22-0334-07S_SWARM.SEI
20221000000000,2022-10-22 03:39:32.10,0.34,38.758,4.4,-27.375,4,4289988.893,467417.7199,7.4,3.9,1.6,,ML,,PRAM,,,,,earthquake,CP.PRAM.00.EH,2022-10-22 03:39:33.60,"0,091",2022-10-22 03:39:34.53,"-0,051",2022-10-22-0339-14S_SWARM.SEI
20221000000000,2022-10-22 08:39:17.80,0.45,38.732,4.3,-27.373,3.6,4287103.048,467579.7373,3.8,10.1,1.7,,ML,,PRAM,,,,,earthquake,CP.PRAM.00.EH,2022-10-22 08:39:19.11,"0,071",2022-10-22 08:39:20.03,"0,061",2022-10-22-0839-06S_SWARM.SEI
20221000000000,2022-10-22 18:08:18.90,0.36,38.78,5.4,-27.344,4.2,4292419.589,470120.374,8.3,3.3,1.2,,ML,,PRAM,,,,,earthquake,CP.PRAM.00.EH,2022-10-22 18:08:20.46,"0,111",2022-10-22 18:08:21.36,"-0,061",2022-10-22-1807-46S_SWARM.SEI
20221000000000,2022-10-23 11:56:08.30,0.44,38.772,5.2,-27.35,4.4,4291533.828,469595.82,6.3,3.5,1.5,,ML,,PRAM,,,,,earthquake,CP.PRAM.00.EH,2022-10-23 11:56:09.35,"-0,061",2022-10-23 11:56:10.29,"0,031",2022-10-23-1155-30S_SWARM.SEI
20221000000000,2022-10-23 12:03:07.80,0.35,38.727,999.9,-27.364,999.9,4286545.068,468359.7927,5,999.9,1.1,,ML,,PRAM,,,,,earthquake,CP.PRAM.00.EH,2022-10-23 12:03:09.21,"0,051",2022-10-23 12:03:10.14,"-0,031",2022-10-23-1202-55S_SWARM.SEI
20221000000000,2022-10-23 23:45:01.60,0.85,38.733,7.3,-27.323,6,4287197.499,471926.0193,7.6,7.9,1.2,,ML,,PRAM,,,,,earthquake,CP.PRAM.00.EH,2022-10-23 23:45:03.29,"0,121",2022-10-23 23:45:04.57,"0,261",2022-10-23-2344-42S_SWARM.SEI
20221000000000,2022-10-25 19:43:13.50,0.54,38.746,4.7,-27.322,3.7,4288639.757,472018.0092,6.7,4.5,1.7,,ML,,PRAM,,,,,earthquake,CP.PRAM.00.EH,2022-10-25 19:43:14.79,"-0,041",2022-10-25 19:43:16.04,"0,241",2022-10-25-1942-57S_SWARM.SEI
20221000000000,2022-10-25 19:43:32.30,0.34,38.767,4.8,-27.319,4.4,4290969.147,472286.8337,9.6,4.4,1,,ML,,PRAM,,,,,earthquake,CP.PRAM.00.EH,,,2022-10-25 19:43:35.16,"0,011",2022-10-25-1943-16S_SWARM.SEI
20221000000000,2022-10-25 20:00:29.10,0.47,38.738,4.1,-27.327,3.3,4287753.565,471580.3345,7.6,4,1.7,,ML,,PRAM,,,,,earthquake,CP.PRAM.00.EH,2022-10-25 20:00:30.53,"-0,001",2022-10-25 20:00:31.85,"0,221",2022-10-25-2000-16S_SWARM.SEI
20221000000000,2022-10-25 20:13:22.70,0.3,38.767,3.2,-27.348,2.4,4290978.33,469767.4484,7.3,2.4,1.7,,ML,,PRAM,,,,,earthquake,CP.PRAM.00.EH,2022-10-25 20:13:24.07,"0,031",2022-10-25 20:13:25.05,"0,051",2022-10-25-2013-10S_SWARM.SEI
20221000000000,2022-10-25 20:14:01.10,0.3,38.769,3.8,-27.356,3.3,4291202.937,469073.3088,7.5,2.5,1,,ML,,PRAM,,,,,earthquake,CP.PRAM.00.EH,2022-10-25 20:14:02.52,"0,061",2022-10-25 20:14:03.43,"-0,031",2022-10-25-2013-41S_SWARM.SEI
20221000000000,2022-10-27 10:51:47.70,0.72,38.742,6.5,-27.313,5.2,4288193.178,472798.5987,7.4,5.9,1.4,,ML,,PRAM,,,,,earthquake,CP.PRAM.00.EH,2022-10-27 10:51:48.97,"-0,161",2022-10-27 10:51:50.60,"0,391",2022-10-27-1051-04S_SWARM.SEI
20221000000000,2022-10-27 12:23:57.90,0.63,38.734,5.4,-27.331,4.1,4287310.948,471231.088,4.3,9.3,1.5,,ML,,PRAM,,,,,earthquake,CP.PRAM.00.EH,2022-10-27 12:23:58.97,"-0,061",2022-10-27 12:24:00.09,"0,241",2022-10-27-1223-33S_SWARM.SEI
20221000000000,2022-10-27 21:11:02.00,0.55,38.666,5.1,-27.352,4.3,4279772.079,469376.8802,8.8,11.7,1.8,,ML,,PRAM,,,,,earthquake,CP.PRAM.00.EH,2022-10-27 21:11:04.55,"0,121",2022-10-27 21:11:06.50,"0,241",2022-10-27-2110-49S_SWARM.SEI
20221000000000,2022-10-28 15:08:22.50,0.44,38.758,1.6,-27.327,2.5,4289972.898,471588.2623,5.7,2.7,1,,ML,,PRAM,,,,,earthquake,CP.PRAM.00.EH,2022-10-28 15:08:23.66,"0,071",2022-10-28 15:08:24.56,"0,191",2022-10-28-1508-02S_SWARM.SEI
20221000000000,2022-10-30 03:47:06.80,0.3,38.719,1.3,-27.364,2.7,4285657.337,468356.2646,5.2,2.1,1.1,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2022-10-30 03:47:07.89,"0,011",2022-10-30 03:47:08.67,"-0,051",2022-10-30-0346-44S_SWARM.SEI
20221100000000,2022-11-02 11:26:52.10,0.34,38.761,1.8,-27.325,3.2,4290305.18,471763.2171,5.3,4.1,1,,ML,,PRAM,,,,,earthquake,CP.PRAM.00.EH,,,2022-11-02 11:26:53.80,"-0,001",2022-11-02-1126-13S_SWARM.SEI
20221100000000,2022-11-03 00:22:35.50,0.41,38.765,1.4,-27.314,1.7,4290745.711,472720.4487,4.8,2.3,1.5,,ML,,PRAM,,,,,earthquake,CP.PRAM.00.EH,2022-11-03 00:22:36.42,"-0,011",2022-11-03 00:22:37.20,"0,071",2022-11-03-0022-21S_SWARM.SEI
20221100000000,2022-11-03 05:53:21.10,0.51,38.735,1.8,-27.332,2.6,4287422.229,471144.5749,6.4,2.6,1.4,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2022-11-03 05:53:22.24,"-0,061",2022-11-03 05:53:23.29,"0,081",2022-11-03-0553-02S_SWARM.SEI
20221100000000,2022-11-04 09:34:30.20,0.3,38.714,1.4,-27.342,2.4,4285095.136,470266.7318,6.6,2.1,1.1,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2022-11-04 09:34:31.42,"-0,021",2022-11-04 09:34:32.29,"-0,061",2022-11-04-0934-18S_SWARM.SEI
20221100000000,2022-11-05 12:26:40.00,0.34,38.742,9.9,-27.298,4.1,4288188.828,474102.1829,18.5,4.8,1.2,,ML,,PPAD,,,,,earthquake,CP.PPAD..EH,,,2022-11-05 12:26:44.93,"0,001",2022-11-05-1226-26S_SWARM.SEI
20221100000000,2022-11-06 14:09:42.40,0.32,38.761,1.2,-27.354,2.1,4290314.527,469243.6205,5.9,1.5,1.5,,ML,,PRAM,,,,,earthquake,CP.PRAM.00.EH,2022-11-06 14:09:43.52,"0,021",2022-11-06 14:09:44.40,"0,071",2022-11-06-1409-20S_SWARM.SEI
